ID,createdAt,createdBy,modifiedAt,modifiedBy,orderNumber,orderDate,requiredDate,shippedDate,freight,employeeName,shipName,shipAddress,shipCity,shipCountry,status,subtotal,tax,totalAmount,isDeleted,customer_ID
48ede1d7-06db-4e92-bd79-c3864660d86c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10258,2026-05-13T13:08:04.357Z,2026-06-07T13:08:04.357Z,2026-05-15T13:08:04.357Z,22.5,Andrew Fuller,Dynamic Systems Corp,20 High St,Houston,USA,NEW,232.65,23.27,278.42,false,b796666d-320e-4198-ab75-2c9ed99d9ce0
969b4bde-20ec-4484-8c0c-28153bc7c2a0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10259,2026-05-12T07:37:18.754Z,2026-06-07T07:37:18.754Z,2026-05-15T07:37:18.754Z,23.75,Janet Leverling,Prime Technologies Ltd,21 Park Ln,Frankfurt,Germany,NEW,304.2,30.42,358.37,false,4c299878-5e73-4a2d-b930-47ea6ef11872
00069d0d-83ed-44f8-b459-a26f8bb82abe,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10260,2026-05-11T08:41:16.908Z,2026-06-07T08:41:16.908Z,2026-05-15T08:41:16.908Z,25,Margaret Peacock,Alpha Manufacturing GmbH,22 Main St,Manchester,UK,NEW,353.6,35.36,413.96,false,37f4a882-a339-4d5c-9c57-df34f74a1a80
a473c38c-a0b6-429c-859e-64e62dcbe0c0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10261,2026-05-10T05:33:35.224Z,2026-06-07T05:33:35.224Z,2026-05-15T05:33:35.224Z,26.25,Steven Buchanan,Beta Supply Co.,23 Broadway,Nha Trang,Vietnam,NEW,406.7,40.67,473.62,false,df86a29a-bc22-4576-b286-d31422b23b03
ae273106-f0de-45b8-acf2-11b4389b307b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10262,2026-05-09T11:11:04.172Z,2026-06-07T11:11:04.172Z,2026-05-15T11:11:04.172Z,27.5,Michael Suyama,Delta Distribution S.A.,24 Oak Ave,Singapore,Singapore,NEW,463.5,46.35,537.35,false,1f08add6-26b8-4677-846e-abf85a26fa23
9ac51a6a-f500-41a8-8a31-f27df8f9db2e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10263,2026-05-08T07:33:26.693Z,2026-05-23T07:33:26.693Z,2026-05-10T07:33:26.693Z,28.75,Robert King,Sigma Services Partnership,25 Pine St,Miami,USA,NEW,524,52.4,605.15,false,6bcb70ad-3296-4596-99b2-a1ed2ef90910
546f8f1c-6b84-4a36-8257-c140a5be7743,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10264,2026-05-07T07:14:20.697Z,2026-05-23T07:14:20.697Z,2026-05-10T07:14:20.697Z,30,Laura Callahan,Falcon Trading LLC,26 Maple Dr,Hamburg,Germany,NEW,588.2,58.82,677.02,false,767c62f1-0239-4844-8abb-8c7e7279a05e
4913b5ca-b261-409d-91e6-e63d5cf02a3e,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10265,2026-05-06T04:01:30.315Z,2026-05-23T04:01:30.315Z,2026-05-10T04:01:30.315Z,31.25,Anne Dodsworth,Titan Logistics Inc.,27 Cedar Rd,Manchester,UK,NEW,656.1,65.61,752.96,false,1cc3c774-47ec-4bdb-9b5e-c737c259481f
ca4efff5-eaa1-46ba-a9ff-befc4717da62,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10266,2026-05-05T13:37:16.390Z,2026-05-23T13:37:16.390Z,2026-05-10T13:37:16.390Z,32.5,Nancy Davolio,Aero Industries Corp,28 Elm St,Hai Phong,Vietnam,NEW,727.7,72.77,832.97,false,a0f603a2-d365-4f24-bfc4-be36f16a2147
da874095-6f30-492e-a6c8-ca2365de9829,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10267,2026-05-04T04:02:32.379Z,2026-05-23T04:02:32.379Z,2026-05-10T04:02:32.379Z,33.75,Andrew Fuller,Horizon Solutions Ltd,29 View Rd,Singapore,Singapore,NEW,803,80.3,917.05,false,5e05396a-a381-468f-94fd-a2efe3bb4e57
f61ddc07-7d31-44d9-80ab-7288bfecbda5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10268,2026-05-03T13:23:32.140Z,2026-05-23T13:23:32.140Z,,35,Janet Leverling,Global Group GmbH,30 Sunset Blvd,Houston,USA,NEW,793.8,79.38,908.18,false,083f36fb-37f4-4858-bd72-78a527d31535
1b33a005-5a03-4c12-9b7d-77e03e2e3dbb,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10269,2026-05-02T06:50:29.196Z,2026-05-23T06:50:29.196Z,2026-05-05T06:50:29.196Z,36.25,Margaret Peacock,Apex Enterprises Co.,31 Lake St,Berlin,Germany,NEW,964.7,96.47,1097.42,false,fa029b73-c72e-4451-baf7-d7948919e2b3
730ad385-27c4-4fa8-b44a-6a0be382b560,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10270,2026-05-01T03:34:28.632Z,2026-05-23T03:34:28.632Z,2026-05-05T03:34:28.632Z,37.5,Steven Buchanan,Matrix Partners S.A.,32 High St,London,UK,NEW,1051.1,105.11,1193.71,false,3fc6e468-4b1b-41f3-bcb8-05fbe27ece0a
c384a74d-d724-4d7c-af55-0ef6d56ac37d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10271,2026-04-30T11:23:57.169Z,2026-05-23T11:23:57.169Z,2026-05-05T11:23:57.169Z,38.75,Michael Suyama,Summit Ventures Partnership,33 Park Ln,Nha Trang,Vietnam,NEW,1141.2,114.12,1294.07,false,96e01559-b64a-41d9-9a26-ec8a93b81559
1afd4487-6a91-46ee-8acc-3aff35d4ea77,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10272,2026-04-29T12:21:06.199Z,2026-05-23T12:21:06.199Z,2026-05-05T12:21:06.199Z,40,Robert King,Vortex Holdings LLC,34 Main St,Singapore,Singapore,NEW,1235,123.5,1398.5,false,6d02e676-1100-4176-a45c-dcee8aab8e09
e88b38d8-5f83-4679-a23b-0326bfcdceba,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10273,2026-04-28T13:20:00.345Z,2026-05-23T13:20:00.345Z,2026-04-30T13:20:00.345Z,41.25,Laura Callahan,Zenith Systems Inc.,35 Broadway,Boston,USA,NEW,1332.5,133.25,1507,false,646f037b-7d63-4dc5-8543-d5c6e3689ad8
8e96f164-461c-40fa-a0fe-e75f2766d410,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10274,2026-04-27T03:26:27.536Z,2026-05-23T03:26:27.536Z,2026-04-30T03:26:27.536Z,42.5,Anne Dodsworth,Nova Technologies Corp,36 Oak Ave,Cologne,Germany,NEW,1433.7,143.37,1619.57,false,f3edbea0-deb0-48db-b517-38b45f4bad2a
3196e8d1-1ad0-4f9a-a08f-279bd79be786,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10275,2026-04-26T05:59:37.293Z,2026-05-23T05:59:37.293Z,2026-04-30T05:59:37.293Z,43.75,Nancy Davolio,Infinity Manufacturing Ltd,37 Pine St,Glasgow,UK,NEW,1538.6,153.86,1736.21,false,fb61e8cf-458e-4351-9e81-cdf224c3714b
62341f89-0789-49a4-ab78-229d55663fa1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10276,2026-04-25T13:26:50.444Z,2026-05-23T13:26:50.444Z,2026-04-30T13:26:50.444Z,45,Andrew Fuller,Quantum Supply GmbH,38 Maple Dr,Can Tho,Vietnam,NEW,1647.2,164.72,1856.92,false,551c5cf8-373c-4146-8390-c15e9398b3d6
909f14ef-ef32-47e5-b478-9bb2e495c0f2,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10277,2026-04-24T09:36:44.566Z,2026-05-23T09:36:44.566Z,2026-04-30T09:36:44.566Z,46.25,Janet Leverling,Omni Distribution Co.,39 Cedar Rd,Singapore,Singapore,NEW,1759.5,175.95,1981.7,false,592095a9-9a3f-48a7-b5bd-80478dfacbe6
ba6ef4cf-4e8e-468d-bfb6-336bad4b04dd,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10278,2026-04-23T10:39:24.592Z,2026-05-08T10:39:24.592Z,2026-04-25T10:39:24.592Z,47.5,Margaret Peacock,Dynamic Services S.A.,40 Elm St,Los Angeles,USA,NEW,1687.95,168.8,1904.25,false,8a1b4eb2-425d-4c09-8c1f-fac55d806284
01402ea0-e2f5-4fef-9e4a-bb9c9bcc6df0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10279,2026-04-22T13:23:00.581Z,2026-05-08T13:23:00.581Z,2026-04-25T13:23:00.581Z,48.75,Steven Buchanan,Prime Trading Partnership,41 View Rd,Hamburg,Germany,COMPLETED,1995.2,199.52,2243.47,false,dd8d5f10-3fe4-4a6c-a6e6-831725532d98
c1698559-1d1b-43e7-9e02-b4d6f8215f84,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10280,2026-04-21T07:13:51.006Z,2026-05-08T07:13:51.006Z,2026-04-25T07:13:51.006Z,50,Michael Suyama,Alpha Logistics LLC,42 Sunset Blvd,Leeds,UK,COMPLETED,2118.6,211.86,2380.46,false,17cd4ef3-e69e-47c0-8eb9-6195a73ddabe
6a8f0d1a-1ca5-4cfd-963f-b5d865fccd34,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10281,2026-04-20T05:30:29.369Z,2026-05-08T05:30:29.369Z,2026-04-25T05:30:29.369Z,51.25,Robert King,Beta Industries Inc.,43 Lake St,Da Nang,Vietnam,COMPLETED,2245.7,224.57,2521.52,false,0d904400-c6f4-41db-9bc9-02601aa2699b
b1380f57-eb4a-4020-958d-2c7df4110b43,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10282,2026-04-19T14:00:13.591Z,2026-05-08T14:00:13.591Z,2026-04-25T14:00:13.591Z,52.5,Laura Callahan,Delta Solutions Corp,44 High St,Singapore,Singapore,COMPLETED,2376.5,237.65,2666.65,false,ec003b60-103f-4ae3-8f7d-1192b7f3d396
f476107d-c13b-4fe5-ae87-fd372e1a554a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10283,2026-04-18T06:19:48.720Z,2026-05-08T06:19:48.720Z,2026-04-20T06:19:48.720Z,53.75,Anne Dodsworth,Sigma Foods Ltd,45 Park Ln,Boston,USA,COMPLETED,2511,251.1,2815.85,false,20f9050d-9822-4b7f-ac84-77839f6a44f6
a45d1e5c-f95d-4bd8-b867-6579a1787cc1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10284,2026-04-17T12:46:57.413Z,2026-05-08T12:46:57.413Z,2026-04-20T12:46:57.413Z,55,Nancy Davolio,Falcon Group GmbH,46 Main St,Munich,Germany,COMPLETED,2649.2,264.92,2969.12,false,d83cccf6-925a-45c1-93dc-9baadb0f8682
bcc3dd7d-5336-4c23-9169-6ae5a020be01,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10285,2026-04-16T10:53:22.241Z,2026-05-08T10:53:22.241Z,2026-04-20T10:53:22.241Z,56.25,Andrew Fuller,Titan Enterprises Co.,47 Broadway,Glasgow,UK,COMPLETED,2791.1,279.11,3126.46,false,8eeb5856-9110-4073-84c8-5a36cc3dbe06
e6707366-38b5-40cb-82f3-fc68e456c5c1,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10286,2026-04-15T14:28:40.279Z,2026-05-08T14:28:40.279Z,2026-04-20T14:28:40.279Z,57.5,Janet Leverling,Aero Partners S.A.,48 Oak Ave,Da Nang,Vietnam,COMPLETED,2936.7,293.67,3287.87,false,3cc3df12-34c3-4945-a0e6-9c973e2f1814
d42b3ce0-eea1-469e-99db-4478c8a4a775,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10287,2026-04-14T12:36:40.700Z,2026-05-08T12:36:40.700Z,2026-04-20T12:36:40.700Z,58.75,Margaret Peacock,Horizon Ventures Partnership,49 Pine St,Singapore,Singapore,COMPLETED,3086,308.6,3453.35,false,86c762a3-dace-458f-bb87-fbc17bd8cd77
c98ff862-11d3-4b3d-845b-af1dedc20782,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10288,2026-04-13T09:43:45.562Z,2026-05-08T09:43:45.562Z,,60,Steven Buchanan,Global Systems LLC,50 Maple Dr,New York,USA,COMPLETED,2915.1,291.51,3266.61,false,e1ea3e9e-39e1-413b-ac32-2cadc397d742
013ea44d-f1e4-4a5b-b58c-409cc5712911,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10289,2026-04-12T03:31:03.991Z,2026-05-08T03:31:03.991Z,2026-04-15T03:31:03.991Z,61.25,Michael Suyama,Apex Technologies Inc.,51 Cedar Rd,Hamburg,Germany,COMPLETED,3395.7,339.57,3796.52,false,d360a973-d6b7-4d14-b0d3-a7669848c77e
906865d3-96ab-4baf-ac6f-f6fb4172b331,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10290,2026-04-11T10:53:18.363Z,2026-05-08T10:53:18.363Z,2026-04-15T10:53:18.363Z,62.5,Robert King,Matrix Manufacturing Corp,52 Elm St,Birmingham,UK,COMPLETED,3556.1,355.61,3974.21,false,93b6546b-aed0-42ab-a907-f0a28e98a718
56045625-fb30-4eb6-9170-3e067ff06a1d,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10291,2026-04-10T03:50:56.254Z,2026-05-08T03:50:56.254Z,2026-04-15T03:50:56.254Z,63.75,Laura Callahan,Summit Supply Ltd,53 View Rd,Can Tho,Vietnam,COMPLETED,3720.2,372.02,4155.97,false,5afcc5ea-730f-433c-ba27-b9eb7d6a1ba9
8ae40cd4-93dd-4391-95fa-7c5773caeee6,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10292,2026-04-09T04:50:17.688Z,2026-05-08T04:50:17.688Z,2026-04-15T04:50:17.688Z,65,Anne Dodsworth,Vortex Distribution GmbH,54 Sunset Blvd,Singapore,Singapore,COMPLETED,3888,388.8,4341.8,false,6947ca3f-1bcb-4c59-b19b-3eb1b8d9d538
3a147b48-92ac-4e8a-a5db-c44fac389826,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10293,2026-04-08T12:18:43.772Z,2026-04-23T12:18:43.772Z,2026-04-10T12:18:43.772Z,66.25,Nancy Davolio,Zenith Services Co.,55 Lake St,Chicago,USA,COMPLETED,4059.5,405.95,4531.7,false,8383f69d-31a2-4a28-9b51-d02e1dc9838e
c6ddbfe0-078b-42de-a341-ecb7e68d2a73,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10294,2026-04-07T11:45:21.933Z,2026-04-23T11:45:21.933Z,2026-04-10T11:45:21.933Z,67.5,Andrew Fuller,Nova Trading S.A.,56 High St,Frankfurt,Germany,COMPLETED,4234.7,423.47,4725.67,false,6a768be4-bdb9-4e90-a532-c3018e2ab513
11e05e36-25c4-42b7-9bce-107a728187e9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10295,2026-04-06T05:39:53.063Z,2026-04-23T05:39:53.063Z,2026-04-10T05:39:53.063Z,68.75,Janet Leverling,Infinity Logistics Partnership,57 Park Ln,Glasgow,UK,COMPLETED,4413.6,441.36,4923.71,false,bad81f84-0ee3-4021-987d-782295ab5606
ec73cfbd-07c3-43e8-883a-3b6baf77373c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10296,2026-04-05T12:26:30.499Z,2026-04-23T12:26:30.499Z,2026-04-10T12:26:30.499Z,70,Margaret Peacock,Quantum Industries LLC,58 Main St,Hanoi,Vietnam,COMPLETED,4596.2,459.62,5125.82,false,4af01bdb-f7eb-40d0-9fb0-a5e7951d994b
c68b665f-111b-406c-ad61-19215a922967,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10297,2026-04-04T05:36:00.463Z,2026-04-23T05:36:00.463Z,2026-04-10T05:36:00.463Z,71.25,Steven Buchanan,Omni Solutions Inc.,59 Broadway,Singapore,Singapore,COMPLETED,4782.5,478.25,5332,false,c59d2714-4e9f-4ead-a311-f18211aae744
45747cdc-3a3d-4eb5-a9a8-248b32a9a112,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10298,2026-04-03T07:21:56.417Z,2026-04-23T07:21:56.417Z,2026-04-05T07:21:56.417Z,72.5,Michael Suyama,Dynamic Foods Corp,60 Oak Ave,Boston,USA,COMPLETED,87.75,8.78,169.03,false,30d2982c-c5e1-4c9e-b805-8cd661bb567c
1c3fc9b7-ffe8-435d-832a-d65d50b1081f,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10299,2026-04-02T07:49:30.327Z,2026-04-23T07:49:30.327Z,2026-04-05T07:49:30.327Z,73.75,Robert King,Prime Group Ltd,61 Pine St,Berlin,Germany,COMPLETED,198.7,19.87,292.32,false,cefb5b47-7299-4d85-8a63-d4d70ba56816
be744c63-5960-4558-9ed1-138bdb4cf4f9,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10300,2026-04-01T05:31:42.216Z,2026-04-23T05:31:42.216Z,2026-04-05T05:31:42.216Z,75,Laura Callahan,Alpha Enterprises GmbH,62 Maple Dr,Liverpool,UK,COMPLETED,303.6,30.36,408.96,false,a0f203dc-a543-49c6-84f6-5517ab0fc187
66f240f5-a9d6-449e-800d-fba2ea96cd58,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10301,2026-03-31T06:13:56.762Z,2026-04-23T06:13:56.762Z,2026-04-05T06:13:56.762Z,76.25,Anne Dodsworth,Beta Partners Co.,63 Cedar Rd,Ho Chi Minh City,Vietnam,COMPLETED,412.2,41.22,529.67,false,b6c7bccc-82fd-4810-8105-9f675bbc11c0
b41df75f-f4a5-4844-aa44-71740d138887,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10302,2026-03-30T04:52:52.583Z,2026-04-23T04:52:52.583Z,2026-04-05T04:52:52.583Z,77.5,Nancy Davolio,Delta Ventures S.A.,64 Elm St,Singapore,Singapore,COMPLETED,524.5,52.45,654.45,false,d77357fd-1734-4dbe-bcb1-48131e2f8564
2854065c-6d79-484e-a2d2-8b31c298ecc7,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10303,2026-03-29T09:21:45.072Z,2026-04-23T09:21:45.072Z,2026-03-31T09:21:45.072Z,78.75,Andrew Fuller,Sigma Holdings Partnership,65 View Rd,Los Angeles,USA,COMPLETED,640.5,64.05,783.3,false,7e031c8c-725d-462a-a13c-69d35c43232b
ebbf19bb-9cb6-4f02-8075-c128181e55d5,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10304,2026-03-28T13:11:24.613Z,2026-04-23T13:11:24.613Z,2026-03-31T13:11:24.613Z,80,Janet Leverling,Falcon Systems LLC,66 Sunset Blvd,Munich,Germany,COMPLETED,760.2,76.02,916.22,false,9bf7e1c2-d418-49c2-80c9-034b27bc91d6
9d1bfcf1-1b12-4526-9230-100cd20cd53b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10305,2026-03-27T10:53:43.719Z,2026-04-23T10:53:43.719Z,2026-03-31T10:53:43.719Z,81.25,Margaret Peacock,Titan Technologies Inc.,67 Lake St,Leeds,UK,COMPLETED,883.6,88.36,1053.21,false,4a9e7dc4-fa30-4bb2-a4a1-c8b0ef037f5e
b40caa38-1e57-47e5-a755-b401c97a98f0,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10306,2026-03-26T08:53:56.766Z,2026-04-23T08:53:56.766Z,2026-03-31T08:53:56.766Z,82.5,Steven Buchanan,Aero Manufacturing Corp,68 High St,Ho Chi Minh City,Vietnam,COMPLETED,1010.7,101.07,1194.27,false,f95a776a-9b11-43ed-8bc1-602ecc9ac597
8beaae02-5f93-405f-bf3b-6a951ef5281c,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10307,2026-03-25T12:50:59.670Z,2026-04-23T12:50:59.670Z,2026-03-31T12:50:59.670Z,83.75,Michael Suyama,Horizon Supply Ltd,69 Park Ln,Singapore,Singapore,COMPLETED,1141.5,114.15,1339.4,false,c21444a1-fa0c-4a1a-b661-fbac2d64396c
4c37821f-f525-4521-a255-1edb43a0d15a,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10308,2026-03-24T03:58:53.917Z,2026-04-08T03:58:53.917Z,,85,Robert King,Global Services GmbH,70 Main St,San Francisco,USA,COMPLETED,1148.4,114.84,1348.24,false,62398e37-fad2-46a8-8a7e-0258e43a6292
24335f7c-7bc1-4704-a72c-1bf07685f486,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10309,2026-03-23T05:51:56.826Z,2026-04-08T05:51:56.826Z,2026-03-26T05:51:56.826Z,86.25,Laura Callahan,Apex Trading Co.,71 Broadway,Stuttgart,Germany,COMPLETED,1414.2,141.42,1641.87,false,0cfea047-8d49-4414-836f-e40ae6538058
1bb8d2cc-de0c-41a5-bdab-d64baf92f719,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10310,2026-03-22T11:34:56.053Z,2026-04-08T11:34:56.053Z,2026-03-26T11:34:56.053Z,87.5,Anne Dodsworth,Matrix Logistics S.A.,72 Oak Ave,Birmingham,UK,COMPLETED,1556.1,155.61,1799.21,false,e0fff22d-c403-4a77-ae95-aa489505dbb2
9b24263d-6e75-4b78-a22d-69fbed090e62,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10311,2026-03-21T05:54:11.251Z,2026-04-08T05:54:11.251Z,2026-03-26T05:54:11.251Z,88.75,Nancy Davolio,Summit Industries Partnership,73 Pine St,Da Nang,Vietnam,COMPLETED,1701.7,170.17,1960.62,false,2f717380-4851-4aa4-a493-7699082cb053
247a6151-7092-4bb2-a0d6-9a873e3bd84b,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10312,2026-03-20T12:38:21.480Z,2026-04-08T12:38:21.480Z,2026-03-26T12:38:21.480Z,90,Andrew Fuller,Vortex Solutions LLC,74 Maple Dr,Singapore,Singapore,COMPLETED,1851,185.1,2126.1,false,7c2482bb-35c9-4ead-8b61-ccaed5456007
c9056f7e-2590-4b91-b6e2-207534d7f229,2026-05-23T15:00:00Z,anonymous,2026-05-23T15:00:00Z,anonymous,10313,2026-03-19T03:42:08.639Z,2026-04-08T03:42:08.639Z,2026-03-21T03:42:08.639Z,91.25,Janet Leverling,Zenith Foods Inc.,75 Cedar Rd,Seattle,USA,COMPLETED,2004,200.4,2295.65,false,feb8b5f2-b447-47b4-a1ed-2dc514e29cbc
